order_id,product_id,product_name,category,price,quantity,order_date,customer_id,country
ORD25717,P004,Jeans,Apparel,75.0,4,2025-06-22T16:29:34.076519,CUST218,Canada
ORD45032,P002,Smartphone,Electronics,800.0,1,2025-03-14T16:29:34.076525,CUST591,Germany
ORD95638,P006,Book: The Data Engineer,Books,30.0,3,2025-01-07T16:29:34.076530,CUST480,UK
ORD19051,P005,Coffee Maker,Home Goods,100.0,1,2025-02-20T16:29:34.076535,CUST402,USA
ORD95268,P004,Jeans,Apparel,75.0,1,2024-10-22T16:29:34.076541,CUST959,Canada
ORD19416,P004,Jeans,Apparel,75.0,4,2025-04-13T16:29:34.076547,CUST405,Australia
ORD53413,P004,Jeans,Apparel,75.0,2,2024-09-30T16:29:34.076552,CUST585,France
ORD37914,P005,Coffee Maker,Home Goods,100.0,1,2024-11-28T16:29:34.076557,CUST630,Canada
ORD48970,P002,Smartphone,Electronics,800.0,1,2025-04-09T16:29:34.076562,CUST277,France
ORD83597,P003,T-Shirt,Apparel,25.0,2,2025-04-02T16:29:34.076568,CUST861,France
ORD41205,P004,Jeans,Apparel,75.0,5,2025-04-23T16:29:34.076573,CUST268,UK
ORD46323,P004,Jeans,Apparel,75.0,3,2025-06-25T16:29:34.076578,CUST355,Germany
ORD26866,P005,Coffee Maker,Home Goods,100.0,4,2025-06-21T16:29:34.076592,CUST347,Canada
ORD27364,P003,T-Shirt,Apparel,25.0,5,2024-10-11T16:29:34.076598,CUST352,UK
ORD13354,P004,Jeans,Apparel,75.0,4,2025-01-24T16:29:34.076604,CUST161,USA
ORD33794,P004,Jeans,Apparel,75.0,2,2025-04-29T16:29:34.076609,CUST380,Australia
ORD41771,P001,Laptop,Electronics,1200.0,5,2025-02-17T16:29:34.076614,CUST622,UK
ORD28645,P006,Book: The Data Engineer,Books,30.0,4,2025-04-27T16:29:34.076619,CUST490,Germany
ORD15297,P001,Laptop,Electronics,1200.0,4,2025-02-09T16:29:34.076625,CUST626,Canada
ORD59165,P003,T-Shirt,Apparel,25.0,1,2025-08-04T16:29:34.076632,CUST706,UK
ORD38512,P005,Coffee Maker,Home Goods,100.0,5,2025-07-05T16:29:34.076638,CUST264,Canada
ORD43947,P006,Book: The Data Engineer,Books,30.0,4,2025-02-20T16:29:34.076643,CUST623,UK
ORD49209,P005,Coffee Maker,Home Goods,100.0,5,2025-03-26T16:29:34.076648,CUST468,Canada
ORD97147,P004,Jeans,Apparel,75.0,5,2025-04-30T16:29:34.076655,CUST243,France
ORD55956,P002,Smartphone,Electronics,800.0,5,2024-11-10T16:29:34.076659,CUST462,UK
ORD66251,P005,Coffee Maker,Home Goods,100.0,4,2025-03-18T16:29:34.076665,CUST464,Germany
ORD31019,P005,Coffee Maker,Home Goods,100.0,1,2025-03-29T16:29:34.076670,CUST974,Australia
ORD28030,P005,Coffee Maker,Home Goods,100.0,1,2025-07-07T16:29:34.076675,CUST691,Australia
ORD42722,P006,Book: The Data Engineer,Books,30.0,5,2025-05-29T16:29:34.076680,CUST677,France
ORD39591,P005,Coffee Maker,Home Goods,100.0,4,2025-05-29T16:29:34.076685,CUST555,Australia
ORD28127,P004,Jeans,Apparel,75.0,4,2025-01-29T16:29:34.076690,CUST152,UK
ORD99333,P004,Jeans,Apparel,75.0,5,2025-02-08T16:29:34.076695,CUST558,France
ORD15570,P001,Laptop,Electronics,1200.0,1,2025-07-20T16:29:34.076700,CUST133,France
ORD12128,P005,Coffee Maker,Home Goods,100.0,3,2024-10-11T16:29:34.076705,CUST241,Australia
ORD54731,P006,Book: The Data Engineer,Books,30.0,3,2024-11-17T16:29:34.076710,CUST324,Germany
ORD63414,P003,T-Shirt,Apparel,25.0,4,2025-05-23T16:29:34.076715,CUST343,USA
ORD12201,P006,Book: The Data Engineer,Books,30.0,3,2025-04-20T16:29:34.076721,CUST817,Canada
ORD34615,P003,T-Shirt,Apparel,25.0,4,2025-01-29T16:29:34.076726,CUST225,Canada
ORD73881,P002,Smartphone,Electronics,800.0,2,2024-12-22T16:29:34.076732,CUST795,France
ORD98533,P001,Laptop,Electronics,1200.0,5,2025-08-05T16:29:34.076737,CUST893,Germany
ORD88088,P005,Coffee Maker,Home Goods,100.0,1,2024-12-22T16:29:34.076742,CUST686,Canada
ORD92497,P006,Book: The Data Engineer,Books,30.0,2,2025-05-04T16:29:34.076747,CUST671,France
ORD96551,P005,Coffee Maker,Home Goods,100.0,1,2025-07-05T16:29:34.076752,CUST574,Canada
ORD88692,P003,T-Shirt,Apparel,25.0,3,2025-06-03T16:29:34.076757,CUST833,UK
ORD77390,P002,Smartphone,Electronics,800.0,3,2025-08-08T16:29:34.076763,CUST579,UK
ORD39257,P005,Coffee Maker,Home Goods,100.0,3,2025-03-27T16:29:34.076768,CUST386,USA
ORD58734,P006,Book: The Data Engineer,Books,30.0,5,2025-02-23T16:29:34.076773,CUST674,Canada
ORD24319,P003,T-Shirt,Apparel,25.0,2,2025-03-25T16:29:34.076778,CUST480,Germany
ORD34000,P005,Coffee Maker,Home Goods,100.0,1,2025-05-03T16:29:34.076783,CUST477,France
ORD76771,P001,Laptop,Electronics,1200.0,4,2025-01-25T16:29:34.076788,CUST481,Germany
ORD76827,P003,T-Shirt,Apparel,25.0,4,2024-09-15T16:29:34.076793,CUST105,Canada
ORD32866,P001,Laptop,Electronics,1200.0,2,2025-04-12T16:29:34.076798,CUST236,USA
ORD16577,P005,Coffee Maker,Home Goods,100.0,4,2025-04-11T16:29:34.076803,CUST871,Canada
ORD82959,P006,Book: The Data Engineer,Books,30.0,3,2024-10-21T16:29:34.076808,CUST261,UK
ORD70040,P002,Smartphone,Electronics,800.0,3,2025-02-28T16:29:34.076814,CUST204,France
ORD28409,P005,Coffee Maker,Home Goods,100.0,2,2024-09-15T16:29:34.076819,CUST990,Germany
ORD69410,P006,Book: The Data Engineer,Books,30.0,5,2025-04-14T16:29:34.076825,CUST796,UK
ORD93767,P006,Book: The Data Engineer,Books,30.0,2,2025-06-15T16:29:34.076832,CUST727,Canada
ORD24424,P004,Jeans,Apparel,75.0,2,2024-12-03T16:29:34.076837,CUST708,Australia
ORD60991,P004,Jeans,Apparel,75.0,3,2025-02-28T16:29:34.076842,CUST222,France
ORD68969,P004,Jeans,Apparel,75.0,3,2025-05-08T16:29:34.076847,CUST553,Australia
ORD95950,P002,Smartphone,Electronics,800.0,1,2025-01-25T16:29:34.076853,CUST204,Germany
ORD59059,P003,T-Shirt,Apparel,25.0,5,2025-01-04T16:29:34.076858,CUST778,Australia
ORD80960,P003,T-Shirt,Apparel,25.0,2,2025-06-16T16:29:34.076863,CUST532,Germany
ORD64309,P003,T-Shirt,Apparel,25.0,1,2025-07-23T16:29:34.076868,CUST537,Canada
ORD53307,P005,Coffee Maker,Home Goods,100.0,2,2025-02-03T16:29:34.076874,CUST354,France
ORD19377,P005,Coffee Maker,Home Goods,100.0,1,2025-04-18T16:29:34.076879,CUST124,Australia
ORD41444,P005,Coffee Maker,Home Goods,100.0,1,2025-06-01T16:29:34.076884,CUST391,Australia
ORD89730,P001,Laptop,Electronics,1200.0,1,2025-05-09T16:29:34.076890,CUST579,France
ORD90895,P004,Jeans,Apparel,75.0,3,2025-06-19T16:29:34.076895,CUST302,Australia
ORD16775,P004,Jeans,Apparel,75.0,5,2024-10-08T16:29:34.076900,CUST136,UK
ORD71198,P001,Laptop,Electronics,1200.0,4,2025-07-22T16:29:34.076905,CUST532,France
ORD53175,P004,Jeans,Apparel,75.0,3,2024-10-28T16:29:34.076911,CUST923,France
ORD44942,P006,Book: The Data Engineer,Books,30.0,4,2025-03-28T16:29:34.076916,CUST390,France
ORD34598,P002,Smartphone,Electronics,800.0,2,2025-01-14T16:29:34.076922,CUST246,Canada
ORD45037,P006,Book: The Data Engineer,Books,30.0,1,2024-08-31T16:29:34.077005,CUST439,Australia
ORD38391,P006,Book: The Data Engineer,Books,30.0,4,2024-12-13T16:29:34.077013,CUST340,Germany
ORD87062,P005,Coffee Maker,Home Goods,100.0,1,2024-10-16T16:29:34.077019,CUST674,Australia
ORD79495,P006,Book: The Data Engineer,Books,30.0,2,2025-01-11T16:29:34.077025,CUST269,Germany
ORD73368,P005,Coffee Maker,Home Goods,100.0,5,2025-02-04T16:29:34.077030,CUST349,Germany
ORD83263,P004,Jeans,Apparel,75.0,1,2024-12-12T16:29:34.077042,CUST556,USA
ORD30497,P003,T-Shirt,Apparel,25.0,2,2024-09-03T16:29:34.077048,CUST639,France
ORD25252,P003,T-Shirt,Apparel,25.0,4,2024-11-07T16:29:34.077054,CUST206,UK
ORD33784,P003,T-Shirt,Apparel,25.0,3,2025-04-17T16:29:34.077059,CUST773,France
ORD15635,P005,Coffee Maker,Home Goods,100.0,3,2024-11-13T16:29:34.077064,CUST367,Canada
ORD11995,P003,T-Shirt,Apparel,25.0,3,2024-10-18T16:29:34.077070,CUST248,Germany
ORD92522,P004,Jeans,Apparel,75.0,2,2024-11-15T16:29:34.077075,CUST710,USA
ORD16392,P004,Jeans,Apparel,75.0,5,2025-04-26T16:29:34.077080,CUST192,UK
ORD25330,P003,T-Shirt,Apparel,25.0,3,2025-07-13T16:29:34.077086,CUST221,USA
ORD66086,P001,Laptop,Electronics,1200.0,1,2024-11-16T16:29:34.077091,CUST964,Canada
ORD82099,P004,Jeans,Apparel,75.0,1,2024-10-30T16:29:34.077096,CUST454,USA
ORD89168,P006,Book: The Data Engineer,Books,30.0,2,2024-11-14T16:29:34.077101,CUST429,Germany
ORD50816,P006,Book: The Data Engineer,Books,30.0,1,2024-10-08T16:29:34.077107,CUST138,Australia
ORD69696,P003,T-Shirt,Apparel,25.0,2,2024-11-14T16:29:34.077112,CUST134,Germany
ORD39572,P003,T-Shirt,Apparel,25.0,2,2025-04-15T16:29:34.077117,CUST127,UK
ORD49843,P002,Smartphone,Electronics,800.0,4,2024-10-13T16:29:34.077122,CUST446,Australia
ORD28414,P002,Smartphone,Electronics,800.0,3,2024-12-27T16:29:34.077128,CUST279,France
ORD32885,P003,T-Shirt,Apparel,25.0,1,2024-11-22T16:29:34.077133,CUST155,UK
ORD37039,P004,Jeans,Apparel,75.0,2,2025-07-14T16:29:34.077138,CUST868,Germany
ORD60664,P006,Book: The Data Engineer,Books,30.0,2,2024-10-26T16:29:34.077144,CUST802,Australia
ORD82321,P006,Book: The Data Engineer,Books,30.0,4,2025-02-19T16:29:34.077149,CUST742,Australia
ORD76328,P003,T-Shirt,Apparel,25.0,2,2024-10-19T16:29:34.077155,CUST151,Germany
ORD39156,P003,T-Shirt,Apparel,25.0,1,2024-09-03T16:29:34.077160,CUST881,USA
ORD92877,P005,Coffee Maker,Home Goods,100.0,3,2025-03-30T16:29:34.077165,CUST127,USA
ORD98171,P004,Jeans,Apparel,75.0,1,2024-09-03T16:29:34.077171,CUST569,Canada
ORD89765,P004,Jeans,Apparel,75.0,4,2024-12-18T16:29:34.077176,CUST803,UK
ORD69952,P001,Laptop,Electronics,1200.0,1,2024-09-25T16:29:34.077181,CUST542,Germany
ORD28581,P005,Coffee Maker,Home Goods,100.0,1,2025-01-02T16:29:34.077186,CUST839,France
ORD39224,P003,T-Shirt,Apparel,25.0,3,2025-06-21T16:29:34.077192,CUST132,Germany
ORD67674,P004,Jeans,Apparel,75.0,5,2025-08-05T16:29:34.077197,CUST517,Canada
ORD32142,P002,Smartphone,Electronics,800.0,3,2025-08-02T16:29:34.077202,CUST891,USA
ORD10184,P001,Laptop,Electronics,1200.0,5,2024-10-12T16:29:34.077207,CUST643,USA
ORD17511,P004,Jeans,Apparel,75.0,3,2025-01-11T16:29:34.077213,CUST114,UK
ORD50380,P006,Book: The Data Engineer,Books,30.0,4,2025-03-01T16:29:34.077218,CUST440,UK
ORD28184,P005,Coffee Maker,Home Goods,100.0,3,2024-10-15T16:29:34.077223,CUST423,Germany
ORD89321,P004,Jeans,Apparel,75.0,1,2025-08-01T16:29:34.077228,CUST214,France
ORD76746,P001,Laptop,Electronics,1200.0,4,2025-05-03T16:29:34.077233,CUST650,France
ORD32150,P005,Coffee Maker,Home Goods,100.0,3,2025-08-16T16:29:34.077239,CUST833,Australia
ORD99382,P004,Jeans,Apparel,75.0,3,2025-05-25T16:29:34.077244,CUST644,Canada
ORD27446,P006,Book: The Data Engineer,Books,30.0,2,2024-11-01T16:29:34.077249,CUST127,UK
ORD70527,P006,Book: The Data Engineer,Books,30.0,5,2025-01-22T16:29:34.077254,CUST878,USA
ORD24876,P002,Smartphone,Electronics,800.0,3,2024-09-07T16:29:34.077259,CUST370,USA
ORD36825,P003,T-Shirt,Apparel,25.0,3,2025-07-15T16:29:34.077265,CUST468,France
ORD10218,P004,Jeans,Apparel,75.0,3,2025-04-12T16:29:34.077270,CUST205,Australia
ORD44329,P004,Jeans,Apparel,75.0,3,2025-02-09T16:29:34.077275,CUST669,UK
ORD17300,P005,Coffee Maker,Home Goods,100.0,2,2025-05-17T16:29:34.077280,CUST405,Australia
ORD81400,P004,Jeans,Apparel,75.0,1,2025-08-11T16:29:34.077286,CUST899,Canada
ORD26814,P006,Book: The Data Engineer,Books,30.0,2,2025-08-26T16:29:34.077291,CUST936,UK
ORD59161,P002,Smartphone,Electronics,800.0,4,2025-03-14T16:29:34.077296,CUST972,Australia
ORD16132,P001,Laptop,Electronics,1200.0,5,2024-10-16T16:29:34.077302,CUST999,France
ORD66964,P002,Smartphone,Electronics,800.0,5,2024-10-14T16:29:34.077307,CUST856,UK
ORD30457,P006,Book: The Data Engineer,Books,30.0,5,2025-02-05T16:29:34.077313,CUST970,UK
ORD26910,P002,Smartphone,Electronics,800.0,5,2024-09-04T16:29:34.077318,CUST206,France
ORD66501,P006,Book: The Data Engineer,Books,30.0,4,2024-11-07T16:29:34.077323,CUST154,Germany
ORD85787,P006,Book: The Data Engineer,Books,30.0,2,2025-06-17T16:29:34.077329,CUST289,UK
ORD82177,P002,Smartphone,Electronics,800.0,3,2025-06-13T16:29:34.077334,CUST542,Canada
ORD80593,P005,Coffee Maker,Home Goods,100.0,2,2025-01-04T16:29:34.077339,CUST789,Canada
ORD93835,P006,Book: The Data Engineer,Books,30.0,3,2024-09-04T16:29:34.077344,CUST529,Germany
ORD21998,P004,Jeans,Apparel,75.0,5,2024-11-05T16:29:34.077350,CUST632,Germany
ORD69842,P005,Coffee Maker,Home Goods,100.0,4,2025-07-02T16:29:34.077355,CUST288,Germany
ORD75994,P005,Coffee Maker,Home Goods,100.0,1,2025-01-25T16:29:34.077360,CUST872,Canada
ORD93932,P006,Book: The Data Engineer,Books,30.0,1,2025-06-15T16:29:34.077366,CUST651,France
ORD59181,P001,Laptop,Electronics,1200.0,1,2024-09-18T16:29:34.077371,CUST896,Germany
ORD62686,P004,Jeans,Apparel,75.0,1,2025-07-08T16:29:34.077376,CUST752,France
ORD42731,P006,Book: The Data Engineer,Books,30.0,5,2025-03-18T16:29:34.077381,CUST562,UK
ORD22981,P005,Coffee Maker,Home Goods,100.0,2,2024-11-26T16:29:34.077387,CUST222,UK
ORD27100,P006,Book: The Data Engineer,Books,30.0,5,2025-04-26T16:29:34.077392,CUST886,UK
ORD81330,P004,Jeans,Apparel,75.0,5,2024-12-17T16:29:34.077398,CUST206,USA
ORD79443,P005,Coffee Maker,Home Goods,100.0,3,2025-08-27T16:29:34.077403,CUST192,France
ORD35567,P003,T-Shirt,Apparel,25.0,3,2025-07-24T16:29:34.077408,CUST107,Canada
ORD55263,P005,Coffee Maker,Home Goods,100.0,2,2024-09-17T16:29:34.077413,CUST108,Germany
ORD57079,P001,Laptop,Electronics,1200.0,2,2025-03-09T16:29:34.077424,CUST341,Australia
ORD81323,P004,Jeans,Apparel,75.0,4,2024-09-28T16:29:34.077430,CUST270,France
ORD67268,P001,Laptop,Electronics,1200.0,3,2025-05-06T16:29:34.077436,CUST190,UK
ORD33104,P004,Jeans,Apparel,75.0,2,2024-09-08T16:29:34.077441,CUST121,France
ORD98491,P004,Jeans,Apparel,75.0,3,2025-03-04T16:29:34.077447,CUST447,USA
ORD59341,P006,Book: The Data Engineer,Books,30.0,5,2025-02-03T16:29:34.077452,CUST528,Australia
ORD12769,P006,Book: The Data Engineer,Books,30.0,5,2025-02-26T16:29:34.077457,CUST638,USA
ORD50758,P006,Book: The Data Engineer,Books,30.0,2,2025-01-11T16:29:34.077463,CUST195,UK
ORD40264,P005,Coffee Maker,Home Goods,100.0,1,2024-11-08T16:29:34.077468,CUST791,Australia
ORD72399,P005,Coffee Maker,Home Goods,100.0,1,2025-03-29T16:29:34.077474,CUST448,Australia
ORD86143,P003,T-Shirt,Apparel,25.0,1,2025-01-06T16:29:34.077479,CUST424,Australia
ORD78723,P006,Book: The Data Engineer,Books,30.0,2,2025-01-22T16:29:34.077484,CUST421,Australia
ORD84933,P001,Laptop,Electronics,1200.0,3,2025-08-12T16:29:34.077490,CUST859,Canada
ORD15289,P002,Smartphone,Electronics,800.0,4,2025-07-17T16:29:34.077495,CUST216,Australia
ORD79057,P003,T-Shirt,Apparel,25.0,5,2024-12-08T16:29:34.077500,CUST174,Canada
ORD72196,P006,Book: The Data Engineer,Books,30.0,1,2025-07-23T16:29:34.077506,CUST464,Australia
ORD31935,P006,Book: The Data Engineer,Books,30.0,5,2024-11-02T16:29:34.077511,CUST698,Germany
ORD29029,P004,Jeans,Apparel,75.0,5,2024-11-03T16:29:34.077517,CUST993,Germany
ORD87381,P001,Laptop,Electronics,1200.0,4,2024-12-08T16:29:34.077522,CUST502,Canada
ORD31046,P004,Jeans,Apparel,75.0,3,2025-03-28T16:29:34.077527,CUST995,Canada
ORD44206,P005,Coffee Maker,Home Goods,100.0,3,2024-09-22T16:29:34.077569,CUST880,Canada
ORD12523,P002,Smartphone,Electronics,800.0,5,2024-10-22T16:29:34.077575,CUST690,UK
ORD12311,P005,Coffee Maker,Home Goods,100.0,1,2025-01-20T16:29:34.077580,CUST546,USA
ORD27300,P006,Book: The Data Engineer,Books,30.0,5,2024-10-20T16:29:34.077585,CUST986,USA
ORD34249,P002,Smartphone,Electronics,800.0,1,2025-06-02T16:29:34.077591,CUST756,UK
ORD81915,P001,Laptop,Electronics,1200.0,1,2024-10-26T16:29:34.077596,CUST774,UK
ORD31099,P003,T-Shirt,Apparel,25.0,5,2025-08-07T16:29:34.077601,CUST921,Canada
ORD17403,P004,Jeans,Apparel,75.0,2,2025-05-19T16:29:34.077606,CUST738,Canada
ORD24586,P001,Laptop,Electronics,1200.0,5,2025-03-24T16:29:34.077611,CUST543,Australia
ORD37137,P002,Smartphone,Electronics,800.0,4,2024-09-19T16:29:34.077616,CUST657,Canada
ORD92474,P002,Smartphone,Electronics,800.0,4,2025-08-29T16:29:34.077621,CUST607,France
ORD75864,P005,Coffee Maker,Home Goods,100.0,1,2025-06-13T16:29:34.077628,CUST287,Canada
ORD88290,P002,Smartphone,Electronics,800.0,5,2025-02-28T16:29:34.077633,CUST811,Canada
ORD81136,P003,T-Shirt,Apparel,25.0,4,2024-11-30T16:29:34.077638,CUST814,France
ORD17001,P004,Jeans,Apparel,75.0,1,2025-05-30T16:29:34.077644,CUST622,USA
ORD21692,P004,Jeans,Apparel,75.0,2,2025-03-09T16:29:34.077649,CUST329,Australia
ORD67024,P004,Jeans,Apparel,75.0,3,2025-07-29T16:29:34.077654,CUST685,Canada
ORD45423,P001,Laptop,Electronics,1200.0,4,2024-10-18T16:29:34.077659,CUST797,Germany
ORD60523,P005,Coffee Maker,Home Goods,100.0,5,2025-06-22T16:29:34.077664,CUST440,USA
ORD37712,P005,Coffee Maker,Home Goods,100.0,3,2025-04-24T16:29:34.077670,CUST203,France
ORD21084,P003,T-Shirt,Apparel,25.0,5,2025-04-19T16:29:34.077675,CUST217,France
ORD30677,P003,T-Shirt,Apparel,25.0,2,2025-02-24T16:29:34.077680,CUST260,USA
ORD93311,P002,Smartphone,Electronics,800.0,2,2025-04-14T16:29:34.077685,CUST307,UK
ORD34005,P006,Book: The Data Engineer,Books,30.0,2,2025-04-06T16:29:34.077690,CUST910,UK
ORD90724,P005,Coffee Maker,Home Goods,100.0,2,2024-12-16T16:29:34.077696,CUST830,Australia
ORD12495,P004,Jeans,Apparel,75.0,5,2025-08-15T16:29:34.077701,CUST350,UK
ORD25347,P006,Book: The Data Engineer,Books,30.0,5,2024-11-05T16:29:34.077706,CUST995,USA
ORD88926,P004,Jeans,Apparel,75.0,5,2025-07-14T16:29:34.077711,CUST995,France
ORD94414,P003,T-Shirt,Apparel,25.0,5,2024-12-11T16:29:34.077716,CUST750,Canada
ORD47125,P005,Coffee Maker,Home Goods,100.0,2,2025-01-11T16:29:34.077721,CUST957,Germany
ORD51581,P005,Coffee Maker,Home Goods,100.0,2,2025-04-27T16:29:34.077727,CUST358,USA
ORD45558,P006,Book: The Data Engineer,Books,30.0,5,2025-01-01T16:29:34.077732,CUST493,Germany
ORD39460,P004,Jeans,Apparel,75.0,3,2025-04-25T16:29:34.077738,CUST368,Canada
ORD95044,P004,Jeans,Apparel,75.0,1,2025-04-26T16:29:34.077743,CUST731,Australia
ORD79980,P006,Book: The Data Engineer,Books,30.0,5,2024-12-17T16:29:34.077748,CUST927,Germany
ORD95220,P006,Book: The Data Engineer,Books,30.0,1,2025-04-10T16:29:34.077753,CUST508,France
ORD85807,P003,T-Shirt,Apparel,25.0,5,2025-06-07T16:29:34.077759,CUST779,Canada
ORD20179,P006,Book: The Data Engineer,Books,30.0,1,2024-10-01T16:29:34.077764,CUST302,Australia
ORD84830,P003,T-Shirt,Apparel,25.0,4,2024-11-15T16:29:34.077769,CUST594,France
ORD67102,P002,Smartphone,Electronics,800.0,5,2025-02-06T16:29:34.077774,CUST723,Germany
ORD16669,P001,Laptop,Electronics,1200.0,4,2025-06-04T16:29:34.077779,CUST149,UK
ORD49024,P004,Jeans,Apparel,75.0,2,2025-03-11T16:29:34.077784,CUST841,France
ORD46785,P005,Coffee Maker,Home Goods,100.0,4,2025-05-02T16:29:34.077789,CUST966,Germany
ORD95425,P003,T-Shirt,Apparel,25.0,2,2024-10-20T16:29:34.077794,CUST106,Canada
ORD45256,P003,T-Shirt,Apparel,25.0,3,2025-08-25T16:29:34.077799,CUST517,Germany
ORD59901,P005,Coffee Maker,Home Goods,100.0,4,2025-05-06T16:29:34.077804,CUST778,USA
ORD47582,P006,Book: The Data Engineer,Books,30.0,2,2025-02-20T16:29:34.077809,CUST294,Australia
ORD53179,P006,Book: The Data Engineer,Books,30.0,5,2025-05-18T16:29:34.077814,CUST762,Australia
ORD34286,P001,Laptop,Electronics,1200.0,3,2024-11-01T16:29:34.077819,CUST319,Germany
ORD76828,P004,Jeans,Apparel,75.0,1,2024-11-20T16:29:34.077828,CUST384,USA
ORD26031,P005,Coffee Maker,Home Goods,100.0,4,2025-04-24T16:29:34.077834,CUST553,Canada
ORD11816,P006,Book: The Data Engineer,Books,30.0,1,2025-01-11T16:29:34.077839,CUST522,UK
ORD52190,P005,Coffee Maker,Home Goods,100.0,5,2025-03-17T16:29:34.077844,CUST822,UK
ORD65805,P005,Coffee Maker,Home Goods,100.0,3,2024-10-05T16:29:34.077849,CUST160,France
ORD19213,P005,Coffee Maker,Home Goods,100.0,4,2025-01-27T16:29:34.077854,CUST537,Germany
ORD63115,P005,Coffee Maker,Home Goods,100.0,3,2025-06-04T16:29:34.077859,CUST684,Australia
ORD31526,P004,Jeans,Apparel,75.0,5,2025-04-10T16:29:34.077865,CUST765,USA
ORD81039,P002,Smartphone,Electronics,800.0,5,2025-06-16T16:29:34.077870,CUST672,USA
ORD57090,P005,Coffee Maker,Home Goods,100.0,5,2025-04-17T16:29:34.077875,CUST153,USA
ORD49055,P002,Smartphone,Electronics,800.0,3,2025-07-13T16:29:34.077880,CUST610,Canada
ORD76243,P006,Book: The Data Engineer,Books,30.0,4,2025-03-24T16:29:34.077885,CUST314,Germany
ORD18276,P002,Smartphone,Electronics,800.0,2,2024-09-18T16:29:34.077891,CUST783,UK
ORD28474,P005,Coffee Maker,Home Goods,100.0,2,2025-02-12T16:29:34.077896,CUST763,Germany
ORD71331,P005,Coffee Maker,Home Goods,100.0,2,2025-01-23T16:29:34.077901,CUST418,France
ORD54625,P002,Smartphone,Electronics,800.0,4,2025-04-27T16:29:34.077906,CUST251,USA
ORD46817,P001,Laptop,Electronics,1200.0,4,2025-08-17T16:29:34.077911,CUST511,France
ORD69349,P002,Smartphone,Electronics,800.0,5,2025-07-25T16:29:34.077916,CUST345,Germany
ORD61914,P006,Book: The Data Engineer,Books,30.0,5,2025-03-15T16:29:34.077922,CUST928,Germany
ORD56639,P006,Book: The Data Engineer,Books,30.0,1,2025-03-06T16:29:34.077928,CUST881,UK
ORD82428,P002,Smartphone,Electronics,800.0,5,2024-09-28T16:29:34.077934,CUST290,Canada
ORD87089,P006,Book: The Data Engineer,Books,30.0,2,2025-08-02T16:29:34.077939,CUST363,France
ORD18180,P004,Jeans,Apparel,75.0,4,2024-12-23T16:29:34.077944,CUST121,UK
ORD33204,P003,T-Shirt,Apparel,25.0,5,2025-04-17T16:29:34.077950,CUST663,UK
ORD33619,P006,Book: The Data Engineer,Books,30.0,2,2024-12-15T16:29:34.077955,CUST915,UK
ORD31553,P002,Smartphone,Electronics,800.0,3,2025-04-26T16:29:34.077960,CUST235,Australia
ORD16900,P001,Laptop,Electronics,1200.0,3,2024-11-07T16:29:34.077965,CUST107,Germany
ORD88024,P002,Smartphone,Electronics,800.0,5,2025-07-30T16:29:34.077971,CUST586,UK
ORD73140,P006,Book: The Data Engineer,Books,30.0,2,2024-12-04T16:29:34.077976,CUST391,Canada
ORD95006,P005,Coffee Maker,Home Goods,100.0,5,2024-11-03T16:29:34.077981,CUST363,Canada
